"","pKey","location_code","partner_code","product_id","export_value","import_value"
"1012",1012,"USA","ECU",815,505619,0
"1013",1013,"VEN","ECU",815,969,0
"1014",1014,"ANS","ECU",815,2757,0
"1015",1015,"BEL","GAB",815,2623,0
"1016",1016,"FRA","GAB",815,16721,0
"1017",1017,"NLD","GAB",815,1200,0
"1018",1018,"USA","GAB",815,17482,0
"1019",1019,"BFA","GHA",815,0,48889
"1020",1020,"DEU","GHA",815,934,0
"1021",1021,"GBR","GHA",815,172155,2544
"1022",1022,"GIN","GHA",815,0,9210
"1023",1023,"ITA","GHA",815,3291,0
"1024",1024,"MLI","GHA",815,0,19072
"1025",1025,"NGA","GHA",815,2666,0
"1026",1026,"NLD","GHA",815,29711,0
"1027",1027,"TGO","GHA",815,0,8610
"1028",1028,"USA","GHA",815,636472,0
"1029",1029,"DEU","ISL",815,0,2817
"1030",1030,"DNK","ISL",815,0,1826
"1031",1031,"GBR","ISL",815,21577,20054
"1032",1032,"USA","ISL",815,0,1366
"1033",1033,"CAN","JAM",815,20860,0
"1034",1034,"GBR","JAM",815,33274,0
"1035",1035,"JPN","JAM",815,2659,0
"1036",1036,"USA","JAM",815,11428,0
"1037",1037,"BEL","MDG",815,1971,0
"1038",1038,"FRA","MDG",815,325259,0
"1039",1039,"NLD","MDG",815,34862,0
"1040",1040,"USA","MDG",815,177534,0
"1041",1041,"CAN","MEX",815,0,44515
"1042",1042,"ITA","MEX",815,1600,0
"1043",1043,"JPN","MEX",815,0,5032
"1044",1044,"USA","MEX",815,34480,457563
"1045",1045,"FRA","MRT",815,5436,0
"1046",1046,"CIV","NER",815,9689,0
"1047",1047,"FRA","NER",815,1520,0
"1048",1048,"NGA","NER",815,2492,0
"1049",1049,"BEL","NGA",815,6070,0
"1050",1050,"BEN","NGA",815,0,3993
"1051",1051,"CAN","NGA",815,10200,0
"1052",1052,"CMR","NGA",815,0,10651
"1053",1053,"DEU","NGA",815,2404,0
"1054",1054,"DNK","NGA",815,6805,0
"1055",1055,"FRA","NGA",815,4109,0
"1056",1056,"GBR","NGA",815,269288,0
"1057",1057,"GHA","NGA",815,0,2666
"1058",1058,"ITA","NGA",815,1293,0
"1059",1059,"JPN","NGA",815,2085,0
"1060",1060,"NER","NGA",815,0,2492
"1061",1061,"NLD","NGA",815,231759,0
"1062",1062,"SWE","NGA",815,1966,0
"1063",1063,"TCD","NGA",815,0,1644
"1064",1064,"USA","NGA",815,3268871,0
"1065",1065,"FRA","PAN",815,988,0
"1066",1066,"GBR","PAN",815,5375,0
"1067",1067,"USA","PAN",815,32484,0
"1068",1068,"DEU","PER",815,1029,0
"1069",1069,"GBR","PER",815,5187,1162
"1070",1070,"ITA","PER",815,1166,0
"1071",1071,"JPN","PER",815,4226,0
"1072",1072,"USA","PER",815,53528,0
"1073",1073,"GBR","PHL",815,0,14164
"1074",1074,"JPN","PHL",815,0,45161
"1075",1075,"USA","PHL",815,972779,0
"1076",1076,"ARG","PRY",815,2507,0
"1077",1077,"NLD","SUR",815,23853,0
"1078",1078,"BEL","TCD",815,25959,0
"1079",1079,"CMR","TCD",815,741,0
"1080",1080,"FRA","TCD",815,12723,0
"1081",1081,"NGA","TCD",815,1644,0
"1082",1082,"USA","TCD",815,28029,0
"1083",1083,"FRA","TGO",815,1410,0
"1084",1084,"GHA","TGO",815,8610,0
"1085",1085,"SEN","TGO",815,1361,0
"1086",1086,"USA","TGO",815,7429,0
"1087",1087,"GBR","TTO",815,37389,0
"1088",1088,"ITA","TTO",815,4573,0
"1089",1089,"GBR","BHS",815,3599,0
"1090",1090,"USA","BHS",815,11146,0
"1091",1091,"GBR","BOL",815,7100,0
"1092",1092,"USA","BOL",815,10063,0
"1093",1093,"BEL","DZA",815,236975,0
"1094",1094,"CAN","DZA",815,12796,0
"1095",1095,"DEU","DZA",815,1023,0
"1096",1096,"ESP","DZA",815,0,2590
"1097",1097,"FRA","DZA",815,539989,29635
"1098",1098,"GBR","DZA",815,52984,0
"1099",1099,"ITA","DZA",815,0,4105
"1100",1100,"MAR","DZA",815,19775,2079
"1101",1101,"NLD","DZA",815,353774,1434
"1102",1102,"NOR","DZA",815,71883,0
"1103",1103,"SWE","DZA",815,41141,0
"1104",1104,"USA","DZA",815,1900452,0
"1105",1105,"BEL","EGY",815,0,81348
"1106",1106,"DEU","EGY",815,1053,102893
"1107",1107,"FRA","EGY",815,0,57245
"1108",1108,"GBR","EGY",815,4603,459998
"1109",1109,"ITA","EGY",815,3567,105532
"1110",1110,"NLD","EGY",815,0,37865
"1111",1111,"CAN","GUY",815,2118,0
"1112",1112,"GBR","GUY",815,18305,0
"1113",1113,"NLD","GUY",815,2346,0
"1114",1114,"USA","GUY",815,2086,0
"1115",1115,"BEL","HUN",815,1541,0
"1116",1116,"CHE","HUN",815,115836,20248
"1117",1117,"DEU","HUN",815,40766,84018
"1118",1118,"DNK","HUN",815,188452,0
"1119",1119,"FRA","HUN",815,20471,20447
"1120",1120,"GBR","HUN",815,0,5523
"1121",1121,"ITA","HUN",815,0,11512
"1122",1122,"JPN","HUN",815,0,13153
"1123",1123,"NLD","HUN",815,533391,10116
"1124",1124,"SWE","HUN",815,188420,0
"1125",1125,"FRA","IDN",815,4257,0
"1126",1126,"GBR","IDN",815,9971,0
"1127",1127,"JPN","IDN",815,15034,0
"1128",1128,"NLD","IDN",815,1351,0
"1129",1129,"USA","IDN",815,20330,0
"1130",1130,"ESP","IRL",815,0,41270
"1131",1131,"FRA","IRL",815,0,28848
"1132",1132,"GBR","IRL",815,416124,350400
"1133",1133,"ITA","IRL",815,4286,6927
"1134",1134,"NLD","IRL",815,2107,0
"1135",1135,"USA","IRL",815,0,5191
"1136",1136,"GBR","JOR",815,1726,0
"1137",1137,"NLD","JOR",815,1458,0
"1138",1138,"SWE","JOR",815,10522,0
"1139",1139,"USA","JOR",815,288753,0
"1140",1140,"BEL","KEN",815,61104,2247
"1141",1141,"CAN","KEN",815,47037,0
"1142",1142,"DNK","KEN",815,9798,0
"1143",1143,"GBR","KEN",815,328525,0
"1144",1144,"JPN","KEN",815,8971,0
"1145",1145,"NLD","KEN",815,62733,0
"1146",1146,"SWE","KEN",815,3451,0
"1147",1147,"USA","KEN",815,812334,3109
"1148",1148,"BEL","KOR",815,1462,0
"1149",1149,"GBR","KOR",815,24794,0
"1150",1150,"JPN","KOR",815,42161,47935
"1151",1151,"USA","KOR",815,70376,17712
"1152",1152,"BEL","KWT",815,4324,0
"1153",1153,"GBR","KWT",815,46448,0
"1154",1154,"JPN","KWT",815,17917,0
"1155",1155,"USA","KWT",815,163320,0
"1156",1156,"FRA","LBR",815,1015,0
"1157",1157,"GBR","LBR",815,3001,0
"1158",1158,"NLD","LBR",815,2299,0
"1159",1159,"SWE","LBR",815,1776,0
"1160",1160,"USA","LBR",815,20957,0
"1161",1161,"GBR","LKA",815,8750,0
"1162",1162,"GBR","MLT",815,33274,3050
"1163",1163,"ITA","MLT",815,0,44905
"1164",1164,"NLD","MLT",815,2399,0
"1165",1165,"USA","MLT",815,19559,0
"1166",1166,"BEL","ROU",815,0,1988
"1167",1167,"CAN","ROU",815,70879,0
"1168",1168,"DEU","ROU",815,0,66925
"1169",1169,"FRA","ROU",815,17641,1707
"1170",1170,"GBR","ROU",815,0,47423
"1171",1171,"ITA","ROU",815,0,81312
"1172",1172,"JPN","ROU",815,0,16308
"1173",1173,"NLD","ROU",815,353759,8677
"1174",1174,"YUG","ROU",815,0,3341
"1175",1175,"BEL","SYR",815,98755,0
"1176",1176,"CAN","SYR",815,91512,0
"1177",1177,"FRA","SYR",815,17451,0
"1178",1178,"GBR","SYR",815,79862,0
"1179",1179,"ITA","SYR",815,1776,0
"1180",1180,"NLD","SYR",815,76755,0
"1181",1181,"SWE","SYR",815,51179,0
"1182",1182,"USA","SYR",815,691685,0
"1183",1183,"BEL","THA",815,0,8558
"1184",1184,"GBR","THA",815,1388,2531
"1185",1185,"JPN","THA",815,128542,2368
"1186",1186,"NLD","THA",815,0,2243
"1187",1187,"USA","THA",815,7812,7827
"1188",1188,"CAN","URY",815,0,1094
"1189",1189,"ESP","URY",815,0,12877
"1190",1190,"FRA","URY",815,0,2926
"1191",1191,"ITA","URY",815,0,16707
"1192",1192,"USA","URY",815,1236,63510
"1193",1193,"HKG","TWN",815,0,969
"1194",1194,"JPN","TWN",815,15358,6455
"1195",1195,"NLD","TWN",815,5642,0
"1196",1196,"USA","TWN",815,0,40213
"1197",1197,"GBR","BRN",815,588,0
"1198",1198,"FRA","KHM",815,2357,0
"1199",1199,"NLD","KHM",815,1070,0
"1200",1200,"USA","KHM",815,0,15884
"1201",1201,"DEU","LBY",815,2783,0
"1202",1202,"GBR","LBY",815,72953,0
"1203",1203,"ITA","LBY",815,28511,4537
"1204",1204,"NLD","LBY",815,12100,0
"1205",1205,"USA","LBY",815,5723,0
"1206",1206,"GBR","MMR",815,4880,0
"1207",1207,"FRA","NCL",815,2033,0
"1208",1208,"AUT","TUR",815,0,10031
"1209",1209,"BEL","TUR",815,0,6151
"1210",1210,"CAN","TUR",815,0,9791
"1211",1211,"DEU","TUR",815,1022,130191
"1212",1212,"ESP","TUR",815,0,7189
"1213",1213,"FRA","TUR",815,0,6128
"1214",1214,"GBR","TUR",815,0,6575
"1215",1215,"ITA","TUR",815,1668,39258
"1216",1216,"USA","TUR",815,1060,0
"1217",1217,"BEL","AFG",815,3106,0
"1218",1218,"DEU","AFG",815,26870,0
"1219",1219,"GBR","AFG",815,27107,0
"1220",1220,"IND","AFG",815,34888,0
"1221",1221,"IRN","AFG",815,9419,0
"1222",1222,"JPN","AFG",815,1769,0
"1223",1223,"LBN","AFG",815,1706,0
"1224",1224,"NLD","AFG",815,2312,0
"1225",1225,"USA","AFG",815,432845,0
"1226",1226,"BEL","BDI",815,158766,0
"1227",1227,"GBR","BDI",815,8070,0
"1228",1228,"NLD","BDI",815,43813,0
"1229",1229,"FRA","BFA",815,2309,0
"1230",1230,"GBR","BFA",815,1856,0
"1231",1231,"GHA","BFA",815,48889,0
"1232",1232,"NLD","BFA",815,5917,0
"1233",1233,"USA","BFA",815,58141,0
"1234",1234,"ANS","BFA",815,26956,0
"1235",1235,"GBR","BHR",815,31227,0
"1236",1236,"USA","BHR",815,12917,0
"1237",1237,"ITA","CRI",815,0,1662
"1238",1238,"USA","CRI",815,5716,0
"1239",1239,"CAN","CUB",815,0,2016
"1240",1240,"GBR","CYP",815,16202,1856
"1241",1241,"GRC","CYP",815,0,2081
"1242",1242,"ISR","CYP",815,0,1109
"1243",1243,"ITA","CYP",815,0,1908
"1244",1244,"FRA","DJI",815,3519,0
"1245",1245,"USA","DJI",815,6902,0
"1246",1246,"GBR","ETH",815,6182,0
"1247",1247,"ITA","ETH",815,6618,0
"1248",1248,"NLD","ETH",815,48878,0
"1249",1249,"USA","ETH",815,19197,0
"1250",1250,"BEL","GMB",815,6632,0
"1251",1251,"GBR","GMB",815,4066,0
"1252",1252,"PRT","GNB",815,1289,0
"1253",1253,"USA","GNB",815,2185,0
"1254",1254,"CAN","GTM",815,0,4174
"1255",1255,"USA","GTM",815,13168,0
"1256",1256,"USA","HND",815,9951,0
"1257",1257,"USA","HTI",815,137565,0
"1258",1258,"GBR","IRQ",815,34490,0
"1259",1259,"NLD","IRQ",815,4346,0
"1260",1260,"SWE","IRQ",815,5347,0
"1261",1261,"USA","IRQ",815,1736694,0
"1262",1262,"CIV","MLI",815,9665,0
"1263",1263,"FRA","MLI",815,17204,0
"1264",1264,"GHA","MLI",815,19072,0
"1265",1265,"USA","NIC",815,9811,0
"1266",1266,"BEL","NZL",815,0,18076
"1267",1267,"DNK","NZL",815,0,2039
"1268",1268,"ESP","NZL",815,0,1328
"1269",1269,"GBR","NZL",815,105993,98752
"1270",1270,"IND","NZL",815,34765,0
"1271",1271,"ITA","NZL",815,0,99513
"1272",1272,"JPN","NZL",815,0,23506
"1273",1273,"USA","NZL",815,1375,11958
"1274",1274,"GBR","OMN",815,3827,0
"1275",1275,"USA","PCZ",815,33754,0
"1276",1276,"GBR","QAT",815,14081,0
"1277",1277,"USA","QAT",815,24985,0
"1278",1278,"FRA","REU",815,2257,0
"1279",1279,"BEL","SAU",815,14162,0
"1280",1280,"GBR","SAU",815,120884,0
"1281",1281,"JPN","SAU",815,48568,0
"1282",1282,"NLD","SAU",815,2390,0
"1283",1283,"USA","SAU",815,48540,0
"1284",1284,"GBR","SDN",815,9477,4170
"1285",1285,"ITA","SDN",815,1202,0
"1286",1286,"BEL","SLE",815,1968,0
"1287",1287,"FRA","SLE",815,32630,0
"1288",1288,"GBR","SLE",815,28036,0
"1289",1289,"NLD","SLE",815,11718,0
"1290",1290,"USA","SLE",815,209988,0
"1291",1291,"CAN","SLV",815,0,6616
"1292",1292,"ITA","SLV",815,9558,0
"1293",1293,"USA","SLV",815,1769,0
"1294",1294,"GBR","SOM",815,13327,0
"1295",1295,"ITA","SOM",815,4141,0
"1296",1296,"HKG","TLS",815,1988,0
"1297",1297,"FRA","VNM",815,9730,0
"1298",1298,"USA","VNM",815,1993,0
"1299",1299,"GBR","YMD",815,84394,0
"1300",1300,"NLD","YMD",815,7283,0
"1301",1301,"GBR","BMU",815,3831,0
"1302",1302,"GBR","BRB",815,6671,0
"1303",1303,"GBR","FJI",815,6308,0
"1304",1304,"FRA","GLP",815,6524,0
"1305",1305,"USA","GLP",815,1946,0
"1306",1306,"GBR","MUS",815,8019,0
"1307",1307,"GBR","UGA",815,18617,0
"1308",1308,"GBR","VUT",815,2956,0
"1309",1309,"FRA","MTQ",815,1630,0
"1310",1310,"HKG","PRK",815,27075,0
"1311",1311,"ITA","PRK",815,0,2594
"1312",1312,"JPN","PNG",815,0,2477
"1313",1313,"AFG","BEL",925,0,6466
"1314",1314,"AGO","BEL",925,0,21709
"1315",1315,"ANT","BEL",925,0,2319
"1316",1316,"ARG","BEL",925,0,3251
"1317",1317,"AUS","BEL",925,0,6424
"1318",1318,"AUT","BEL",925,1756,23841
"1319",1319,"BDI","BEL",925,0,1354
"1320",1320,"BGR","BEL",925,2181,0
"1321",1321,"BOL","BEL",925,0,3246
"1322",1322,"BRA","BEL",925,0,180734
"1323",1323,"CAN","BEL",925,0,26782
"1324",1324,"CHE","BEL",925,47195,224181
"1325",1325,"CHL","BEL",925,0,19586
"1326",1326,"CHN","BEL",925,20510,15585
"1327",1327,"COD","BEL",925,0,144459
"1328",1328,"COL","BEL",925,0,12392
"1329",1329,"CRI","BEL",925,0,1364
"1330",1330,"CSK","BEL",925,21599,66245
"1331",1331,"CYP","BEL",925,0,1265
"1332",1332,"DEU","BEL",925,1402548,440197
"1333",1333,"DNK","BEL",925,5162,360840
"1334",1334,"ECU","BEL",925,0,1684
"1335",1335,"ESP","BEL",925,10170,41611
"1336",1336,"FIN","BEL",925,0,834310
"1337",1337,"FRA","BEL",925,1680247,754537
"1338",1338,"GBR","BEL",925,39236,25165
"1339",1339,"GNQ","BEL",925,0,207613
"1340",1340,"GRC","BEL",925,0,15731
"1341",1341,"GTM","BEL",925,0,2579
"1342",1342,"HKG","BEL",925,0,37165
"1343",1343,"HND","BEL",925,0,1641
"1344",1344,"HUN","BEL",925,0,102604
"1345",1345,"IDN","BEL",925,0,9727
"1346",1346,"IRL","BEL",925,0,34740
"1347",1347,"IRN","BEL",925,0,15772
"1348",1348,"IRQ","BEL",925,0,6794
"1349",1349,"ISL","BEL",925,0,1096
"1350",1350,"ISR","BEL",925,56626,2939
"1351",1351,"ITA","BEL",925,63638,155999
"1352",1352,"JPN","BEL",925,34969,848
"1353",1353,"KEN","BEL",925,0,7373
"1354",1354,"KHM","BEL",925,0,835
"1355",1355,"LKA","BEL",925,0,601
"1356",1356,"MAR","BEL",925,0,27910
"1357",1357,"MEX","BEL",925,0,48942
"1358",1358,"NGA","BEL",925,0,3276
"1359",1359,"NLD","BEL",925,388116,1150752
"1360",1360,"NOR","BEL",925,0,509122
"1361",1361,"NZL","BEL",925,0,32995
"1362",1362,"PAK","BEL",925,0,8329
"1363",1363,"PAN","BEL",925,0,10015
"1364",1364,"PER","BEL",925,0,9943
"1365",1365,"PHL","BEL",925,0,23647
"1366",1366,"POL","BEL",925,10690,0
"1367",1367,"PRT","BEL",925,0,72285
"1368",1368,"ROU","BEL",925,2222,3053
"1369",1369,"RUS","BEL",925,13795,163622
"1370",1370,"SDN","BEL",925,0,1131
"1371",1371,"SGP","BEL",925,0,3666
"1372",1372,"SLV","BEL",925,0,681
"1373",1373,"SWE","BEL",925,20972,1533535
"1374",1374,"SYR","BEL",925,0,1930
"1375",1375,"THA","BEL",925,0,14926
"1376",1376,"TUR","BEL",925,0,56025
"1377",1377,"URY","BEL",925,0,8427
"1378",1378,"USA","BEL",925,141923,1579283
"1379",1379,"VEN","BEL",925,0,12423
"1380",1380,"VNM","BEL",925,0,5842
"1381",1381,"YUG","BEL",925,0,13334
"1382",1382,"ZAF","BEL",925,0,35305
"1383",1383,"TWN","BEL",925,0,819
"1384",1384,"ANS","BEL",925,2612,123110
"1385",1385,"ARG","CHE",925,0,4339
"1386",1386,"BEL","CHE",925,224181,47195
"1387",1387,"BOL","CHE",925,0,1539
"1388",1388,"BRA","CHE",925,0,2873
"1389",1389,"CAN","CHE",925,0,2376
"1390",1390,"CHL","CHE",925,0,540
"1391",1391,"DEU","CHE",925,1397514,357532
"1392",1392,"DNK","CHE",925,629,32491
"1393",1393,"ESP","CHE",925,0,9036
"1394",1394,"FRA","CHE",925,607006,18821
"1395",1395,"GBR","CHE",925,318400,38391
"1396",1396,"GRC","CHE",925,0,25776
"1397",1397,"HKG","CHE",925,0,11347
"1398",1398,"ISR","CHE",925,0,812
"1399",1399,"ITA","CHE",925,607453,90048
"1400",1400,"JPN","CHE",925,0,1007
"1401",1401,"MAR","CHE",925,0,3672
"1402",1402,"MMR","CHE",925,0,5478
"1403",1403,"NLD","CHE",925,7853,71995
"1404",1404,"NOR","CHE",925,0,4366
"1405",1405,"PER","CHE",925,0,2610
"1406",1406,"PHL","CHE",925,0,1201
"1407",1407,"PRT","CHE",925,0,9809
"1408",1408,"SWE","CHE",925,2686,10293
"1409",1409,"TUR","CHE",925,0,10536
"1410",1410,"USA","CHE",925,290614,164691
"1411",1411,"YUG","CHE",925,1127,4437
"1412",1412,"ARG","CHN",925,0,3884
"1413",1413,"BEL","CHN",925,15585,20510
"1414",1414,"BRA","CHN",925,0,5616
"1415",1415,"DEU","CHN",925,8060,6421
"1416",1416,"DNK","CHN",925,0,16908
"1417",1417,"FRA","CHN",925,29992,4593
"1418",1418,"GBR","CHN",925,47983,3856
"1419",1419,"HKG","CHN",925,3800,104480
"1420",1420,"ITA","CHN",925,0,6250
"1421",1421,"JPN","CHN",925,53604,41212
"1422",1422,"KHM","CHN",925,0,24594
"1423",1423,"MAR","CHN",925,0,7564
"1424",1424,"MMR","CHN",925,0,31499
"1425",1425,"NLD","CHN",925,2228,49973
"1426",1426,"NOR","CHN",925,0,4228
"1427",1427,"PAK","CHN",925,0,970
"1428",1428,"SGP","CHN",925,0,54470
"1429",1429,"SWE","CHN",925,0,35679
"1430",1430,"TUN","CHN",925,0,1053
"1431",1431,"ANS","CHN",925,0,62569
"1432",1432,"BEL","CSK",925,66245,21599
"1433",1433,"BRA","CSK",925,0,42859
"1434",1434,"CHL","CSK",925,0,1069
"1435",1435,"DEU","CSK",925,89015,74735
"1436",1436,"DNK","CSK",925,0,33942
"1437",1437,"FRA","CSK",925,87871,21368
"1438",1438,"GBR","CSK",925,5276,20839
"1439",1439,"GRC","CSK",925,0,6282
"1440",1440,"ITA","CSK",925,78481,72633
"1441",1441,"MAR","CSK",925,0,3976
"1442",1442,"MEX","CSK",925,0,881
"1443",1443,"NLD","CSK",925,49029,26631
"1444",1444,"NOR","CSK",925,0,5496
"1445",1445,"PER","CSK",925,0,8602
"1446",1446,"PRT","CSK",925,0,865
"1447",1447,"SGP","CSK",925,0,2944
"1448",1448,"SWE","CSK",925,0,104721
"1449",1449,"TUR","CSK",925,0,15708
"1450",1450,"YUG","CSK",925,39013,20939
"1451",1451,"ANS","CSK",925,0,1943
"1452",1452,"AFG","DEU",925,0,13232
"1453",1453,"AGO","DEU",925,0,17549
"1454",1454,"ALB","DEU",925,0,1013
"1455",1455,"ARG","DEU",925,0,64696
"1456",1456,"AUS","DEU",925,0,290585
"1457",1457,"AUT","DEU",925,253869,508153
"1458",1458,"BDI","DEU",925,0,3543
"1459",1459,"BEL","DEU",925,440197,1402548
"1460",1460,"BEN","DEU",925,0,1363
"1461",1461,"BGR","DEU",925,8035,12197
"1462",1462,"BHR","DEU",925,0,3078
"1463",1463,"BOL","DEU",925,0,26725
"1464",1464,"BRA","DEU",925,0,531995
"1465",1465,"BRN","DEU",925,0,4573
"1466",1466,"CAN","DEU",925,20949,282915
"1467",1467,"CHE","DEU",925,357532,1397514
"1468",1468,"CHL","DEU",925,295172,66316
"1469",1469,"CHN","DEU",925,6421,8060
"1470",1470,"CIV","DEU",925,0,4773
"1471",1471,"CMR","DEU",925,0,975
"1472",1472,"COD","DEU",925,0,35860
"1473",1473,"COG","DEU",925,0,3822
"1474",1474,"COL","DEU",925,0,174038
"1475",1475,"CRI","DEU",925,0,21184
"1476",1476,"CSK","DEU",925,74735,89015
"1477",1477,"CUB","DEU",925,0,2225
"1478",1478,"CYP","DEU",925,0,15903
"1479",1479,"DNK","DEU",925,38045,822472
"1480",1480,"DOM","DEU",925,0,8230
"1481",1481,"ECU","DEU",925,0,54845
"1482",1482,"EGY","DEU",925,0,118513
"1483",1483,"ESP","DEU",925,391814,215203
"1484",1484,"ETH","DEU",925,0,6140
"1485",1485,"FIN","DEU",925,0,767295
"1486",1486,"FRA","DEU",925,1397058,641056
"1487",1487,"GBR","DEU",925,27314,662693
"1488",1488,"GHA","DEU",925,0,7414
"1489",1489,"GIN","DEU",925,0,1006
"1490",1490,"GNB","DEU",925,0,1534
"1491",1491,"GRC","DEU",925,0,162350
"1492",1492,"GTM","DEU",925,0,28607
"1493",1493,"GUY","DEU",925,0,511
"1494",1494,"HKG","DEU",925,0,97834
"1495",1495,"HND","DEU",925,0,511
"1496",1496,"HTI","DEU",925,0,510
"1497",1497,"HUN","DEU",925,53466,125435
"1498",1498,"IDN","DEU",925,0,157637
"1499",1499,"IND","DEU",925,0,250503
